grid_id,institution,city,state,country
grid.430608.9,Florence Crittenton Agency,Knoxville,Tennessee,United States
grid.430609.8,Spectrum Neuroscience and Treatment Institute,New York,New York,United States
grid.430610.0,Florida Center for Early Childhood,Sarasota,Florida,United States
grid.430611.1,Stop Calling It Autism,Fort Worth,Texas,United States
grid.430612.2,Cancer Resources for Elkhart County,Elkhart,Indiana,United States
grid.430613.3,Foodbank,Dayton,Ohio,United States
grid.430614.4,United Cerebral Palsy,Washington D.C.,District of Columbia,United States
grid.430615.5,Northshore Psychological Associates,Erie,Pennsylvania,United States
grid.430616.6,Foresight Project,Ayer,Massachusetts,United States
grid.430617.7,Albany Stratton VA Medical Center Albany,Albany,New York,United States
grid.430618.8,Whole Elephant Institute,New York,New York,United States
grid.430619.9,SPEED BioSystems,Gaithersburg,Maryland,United States
grid.430621.2,Strength For Life,Port Jefferson Station,New York,United States
grid.430622.1,Wig Bank of Caldwell County,Lenoir,North Carolina,United States
grid.430623.0,Stretch to Kindergarten,Los Altos,California,United States
grid.430624.7,Speedway Fire Rescue,Davenport,Iowa,United States
grid.430625.6,Spero Therapeutics,Cambridge,Massachusetts,United States
grid.430626.5,Strides To Success,Plainfield,Indiana,United States
grid.430627.4,Prevea Health,Green Bay,Wisconsin,United States
grid.430628.b,United Fire Service Women,San Francisco,California,United States
grid.430629.a,Strohl Medical Technologies,Norwell,Massachusetts,United States
grid.430630.2,Structure Based Design,San Diego,California,United States
grid.430631.3,Student Sponsor Partners,New York,New York,United States
grid.430632.0,United Health Services,Johnson City,New York,United States
grid.430633.1,United Hospice,New City,New York,United States
grid.430634.6,Studio Museum in Harlem,New York,New York,United States
grid.430635.7,Stupski Foundation,San Francisco,California,United States
grid.430636.4,United States Association of Blind Athletes,Colorado Springs,Colorado,United States
grid.430637.5,Spina Bifida Resource Network,Flemington,New Jersey,United States
grid.430638.a,American Bowen Academy,Dewey-Humboldt,Arizona,United States
grid.430639.b,Gould Farm,Pittsfield,Massachusetts,United States
grid.430640.5,United States Handcycle Federation,Evergreen,Colorado,United States
grid.430641.4,Women's Center of Jacksonville,Jacksonville,Florida,United States
grid.430642.7,Wood Hudson Cancer Research Laboratory,Newport,Kentucky,United States
grid.430643.6,United States Olympic & Paralympic Committee,Colorado Springs,Colorado,United States
grid.430644.1,Wounded Artist Project,Farmington Hills,Michigan,United States
grid.430645.0,United States Quad Rugby Association,Birmingham,Alabama,United States
grid.430646.3,United Way of Greater Nashville,Nashville,Tennessee,United States
grid.430647.2,Fund for Global Human Rights,Washington D.C.,District of Columbia,United States
grid.430648.d,United Way of Southeastern Idaho,Pocatello,Idaho,United States
grid.430649.c,Gathering Place,Cleveland,Ohio,United States
grid.430650.4,Spinal Cord Injury Network,Silver Spring,Maryland,United States
grid.430651.5,Spinal Muscular Atrophy Foundation,New York,New York,United States
grid.430652.6,UnityPoint Health,Des Moines,Iowa,United States
grid.430654.0,Spiral Foundation,Newton,Massachusetts,United States
grid.430659.d,Greg Foundation,Greenbrier,Arkansas,United States
grid.430660.7,Spirituality For Kids International,Los Angeles,California,United States
grid.430661.6,Gus Foundation,Chicago,Illinois,United States
grid.430664.3,Theranova,San Francisco,California,United States
grid.430665.2,Summit School,New York,New York,United States
grid.430667.0,Healing Co-Operative,Middletown,Rhode Island,United States
grid.430668.f,Sportable,Richmond,Virginia,United States
grid.430669.e,Therapeutic Research Foundation,Old Saybrook,Connecticut,United States
grid.430671.7,SportsClub,Greenville,South Carolina,United States
grid.430672.4,Children's Cancer Connection,Des Moines,Iowa,United States
grid.430674.2,Springhouse,Boston,Massachusetts,United States
grid.430675.3,Challenge Center,La Mesa,California,United States
grid.430677.1,TherimuneX Pharmaceuticals,Doylestown,Pennsylvania,United States
grid.430678.e,Phoebe Sumter Medical Center,Americus,Georgia,United States
grid.430679.f,Hope Foundation,Ann Arbor,Michigan,United States
grid.430680.9,Sunset Hill Educational Institute,Sutton,New Hampshire,United States
grid.430681.8,Hope Light Foundation,Hazelwood,Missouri,United States
grid.430682.b,SSM Health Rehabilitation Hospital,St Louis,Missouri,United States
grid.430683.a,St. Charles Community College,Cottleville,Missouri,United States
grid.430684.d,Secondopinion,San Francisco,California,United States
grid.430685.c,Hudson River Museum,Yonkers,New York,United States
grid.430686.f,MidHudson Regional Hospital,Poughkeepsie,New York,United States
grid.430688.1,Positively Pink Packages,Fayetteville,New York,United States
grid.430689.0,Sundance Research Institute,Bethesda,Maryland,United States
grid.430690.8,ThinkFirst Foundation,Naperville,Illinois,United States
grid.430691.9,Institute for Behavior Change,Coatesville,Pennsylvania,United States
grid.430692.a,Sunlight Nutrition and Health Research Center,San Francisco,California,United States
grid.430693.b,PeaceHealth St. John Medical Center,Longview,Washington,United States
grid.430694.c,Sunny Days Learning Center of Stickney,Stickney,Illinois,United States
grid.430695.d,Memorial Hermann Northwest Hospital,Houston,Texas,United States
grid.430696.e,Side by Side,San Anselmo,California,United States
grid.430697.f,Thomas Edison State University,Trenton,New Jersey,United States
grid.430700.0,Health Wagon,Wise,Virginia,United States
grid.430702.2,The Institute for Therapeutic Discovery,New York,New York,United States
grid.430703.3,Thousand Waves Foundation,Chicago,Illinois,United States
grid.430705.5,St. Rose Dominican Hospital,Henderson,Nevada,United States
grid.430708.8,Out Front,Mesa,Arizona,United States
grid.430709.9,Three Village Garden Club,Setauket-East Setauket,New York,United States
grid.430710.1,St. Ann's Episcopal Church,New York,New York,United States
grid.430712.3,St. Baldrick's Foundation,Monrovia,California,United States
grid.430713.2,SunServe,Fort Lauderdale,Florida,United States
grid.430714.5,Threshold Pharmaceuticals,San Francisco,California,United States
grid.430715.4,Access Health Louisiana,Kenner,Louisiana,United States
grid.430716.7,Through the Looking Glass,Berkeley,California,United States
grid.430717.6,St. Charles Foundation,Bend,Oregon,United States
grid.430719.8,SuperGen,Dublin,California,United States
grid.430721.3,Catholic Community Services Of Southern Arizona,Tucson,Arizona,United States
grid.430722.0,Alex's Lemonade Stand Foundation,Philadelphia,Pennsylvania,United States
grid.430723.1,Super Stars Literacy,Oakland,California,United States
grid.430724.6,International Rehabilitation Forum,Ann Arbor,Michigan,United States
grid.430725.7,St. Elizabeth Healthcare,Edgewood,Kentucky,United States
grid.430726.4,St. Francis Hospital,Litchfield,Illinois,United States
grid.430727.5,StarRecreation,Greenville,North Carolina,United States
grid.430728.a,St. James AME Zion Church,Ithaca,New York,United States
grid.430730.3,Tiburcio Vasquez Health Center,Union City,California,United States
grid.430731.2,Tigerlily Foundation,Reston,Virginia,United States
grid.430732.1,GeneticaLens,Brooklyn,New York,United States
grid.430734.7,Titan Pharmaceuticals,South San Francisco,California,United States
grid.430735.6,Surgisense,Bethesda,Maryland,United States
grid.430736.5,NJ International,Scottsdale,Arizona,United States
grid.430737.4,Tivorsan Pharmaceuticals,Providence,Rhode Island,United States
grid.430738.b,Jane Coffin Childs Memorial Fund for Medical Research,New Haven,Connecticut,United States
grid.430739.a,Mercy Hospital Washington,Washington,Missouri,United States
grid.430740.4,SAMFund,Boston,Massachusetts,United States
grid.430741.5,St. John's Riverside Hospital,Yonkers,New York,United States
grid.430742.6,To Help Everyone Health and Wellness Centers,Los Angeles,California,United States
grid.430743.7,Appalachian College of Pharmacy,Buchanan,Virginia,United States
grid.430744.0,Joanna M. Nicolay Melanoma Foundation,Westminster,Maryland,United States
grid.430745.1,John A. Hartford Foundation,New York,New York,United States
grid.430746.2,The Kindness Connection,Wilmette,Illinois,United States
grid.430749.d,Larrabee Center,Seattle,Washington,United States
grid.430750.5,Latina Center,San Diego,California,United States
grid.430751.4,Survivorship A to Z,New York,New York,United States
grid.430752.7,Susan B Allen Memorial Hospital,El Dorado,Kansas,United States
grid.430753.6,League of Dreams,Bakersfield,California,United States
grid.430754.1,"Lesbian, Gay, Bisexual and Transgender Community Center",New York,New York,United States
grid.430755.0,Susan G Komen Arkansas,Little Rock,Arkansas,United States
grid.430756.3,Susan G Komen Greater Atlanta,Atlanta,Georgia,United States
grid.430759.c,Illinois Ventures,Chicago,Illinois,United States
grid.430760.6,University of Louisville Physicians,Louisville,Kentucky,United States
grid.430761.7,Libby Ross Foundation,New York,New York,United States
grid.430762.4,Liberty Church,Clarksville,Tennessee,United States
grid.430763.5,Life Monologue Project,Santa Fe,New Mexico,United States
grid.430764.2,Life Raft Group,Wayne,New Jersey,United States
grid.430765.3,Tomorrows Children’s Fund,Hackensack,New Jersey,United States
grid.430768.e,Navicent Health,Macon,Georgia,United States
grid.430769.f,Sutter Institute for Medical Research,Sacramento,California,United States
grid.430770.7,Mayor's Fund to Advance New York City,New York,New York,United States
grid.430771.6,Sutter Santa Rosa Regional Hospital,Santa Rosa,California,United States
grid.430772.5,Mary Maguire Foundation,Milford,Ohio,United States
grid.430773.4,Touro College,New York,New York,United States
grid.430774.3,Lydia Project,Augusta,Georgia,United States
grid.430775.2,Medical Foundation of North Carolina,Chapel Hill,North Carolina,United States
grid.430776.1,Touro Infirmary Foundation,New Orleans,Louisiana,United States
grid.430777.0,Tracon Pharmaceuticals,San Diego,California,United States
grid.430778.f,SV Health Investors,Boston,Massachusetts,United States
grid.430779.e,MetroHealth,Cleveland,Ohio,United States
grid.430781.9,Michael J. Fox Foundation,New York,New York,United States
grid.430782.a,Trana Discovery,Cary,North Carolina,United States
grid.430784.c,Swedish Family Medicine Residency - Cherry Hill,Seattle,Washington,United States
grid.430787.f,PearlPoint Cancer Support,Nashville,Tennessee,United States
grid.430788.0,The Miracle Center,Chicago,Illinois,United States
grid.430790.9,BioClinica,Doylestown,Pennsylvania,United States
grid.430791.8,SynDevRx,Cambridge,Massachusetts,United States
grid.430792.b,Pinky Swear Foundation,Bloomington,Minnesota,United States
grid.430793.a,University of St. Augustine for Health Sciences,San Marcos,California,United States
grid.430795.c,Synergenz BioScience,Evanston,Illinois,United States
grid.430797.e,Molecular Sciences Institute,Berkeley,California,United States
grid.430798.1,Montel Williams MS Foundation,New York,New York,United States
grid.430799.0,National Ability Center,Park City,Utah,United States
grid.430800.f,MultiCare Tacoma General Hospital,Tacoma,Washington,United States
grid.430801.e,Tacoma Pierce County Health Department,Tacoma,Washington,United States
grid.430802.d,MobiLife,Boston,Massachusetts,United States
grid.430803.c,eTraining Technology Academy,Columbus,Ohio,United States
grid.430804.b,Muscular Dystrophy Association,Chicago,Illinois,United States
grid.430806.9,Nurse & Hospice of Fairfield County,Wilton,Connecticut,United States
grid.430807.8,Disability Connection,Gulfport,Mississippi,United States
grid.430809.6,Stone Clinic,San Francisco,California,United States
grid.430810.e,Tahirih Justice Center,Falls Church,Virginia,United States
grid.430811.f,Tahoe Forest Hospital,Truckee,California,United States
grid.430812.c,National Physician and Family Referral,Dallas,Texas,United States
grid.430815.b,Lifelabs New York,New York,New York,United States
grid.430817.9,New York Says Thank You Foundation,New York,New York,United States
grid.430818.6,Translational Therapeutics,Arlington,Massachusetts,United States
grid.430819.7,New York Stem Cell Foundation,New York,New York,United States
grid.430820.d,Greeneville Community Hospital West,Greeneville,Tennessee,United States
grid.430822.f,Nicholas Conor Institute,San Diego,California,United States
grid.430823.e,Transylvania County Schools,Brevard,North Carolina,United States
grid.430824.9,Tree House Humane Society,Chicago,Illinois,United States
grid.430825.8,Northeast Amyotrophic Lateral Sclerosis Consortium,Pasadena,California,United States
